 0.0000000000000000E+000, 0.0000000000000000E+000, 1.1875776744486295E-003
 1.0000000000000000E-002, 1.0000000000000000E-002, 1.1875937804878764E-003
 2.0000000000000000E-002, 2.0000000000000000E-002, 1.1876098999263616E-003
 2.9999999999999999E-002, 2.9999999999999999E-002, 1.1876260184206942E-003
 5.0000000000000003E-002, 5.0000000000000003E-002, 1.1876582525806197E-003
 8.9999999999999997E-002, 8.9999999999999997E-002, 1.1877227096011419E-003
 1.6999999999999998E-001, 1.6999999999999998E-001, 1.1878515784908854E-003
 3.2999999999999996E-001, 3.2999999999999996E-001, 1.1881091368280679E-003
 6.4999999999999991E-001, 6.4999999999999991E-001, 1.1886235520914684E-003
 1.2900000000000000E+000, 1.2900000000000000E+000, 1.1896498209984264E-003
 2.2900000000000000E+000, 2.2900000000000000E+000, 1.1912470335378952E-003
 3.2900000000000000E+000, 3.2900000000000000E+000, 1.1928331981062555E-003
 4.2900000000000000E+000, 4.2900000000000000E+000, 1.1944102767229260E-003
 5.2900000000000000E+000, 5.2900000000000000E+000, 1.1959783719960317E-003
 6.2900000000000000E+000, 6.2900000000000000E+000, 1.1975375850496882E-003
 7.2900000000000000E+000, 7.2900000000000000E+000, 1.1990880157209513E-003
 8.2899999999999991E+000, 8.2899999999999991E+000, 1.2006297625983332E-003
 9.2899999999999991E+000, 9.2899999999999991E+000, 1.2021629230572072E-003
 1.0289999999999999E+001, 1.0289999999999999E+001, 1.2036875932937294E-003
 1.1289999999999999E+001, 1.1289999999999999E+001, 1.2052038683465121E-003
 1.2289999999999999E+001, 1.2289999999999999E+001, 1.2067118421280468E-003
 1.3289999999999999E+001, 1.3289999999999999E+001, 1.2082116074759416E-003
 1.4289999999999999E+001, 1.4289999999999999E+001, 1.2097032561544745E-003
 1.5289999999999999E+001, 1.5289999999999999E+001, 1.2111868789065278E-003
 1.6289999999999999E+001, 1.6289999999999999E+001, 1.2126625654813648E-003
 1.7289999999999999E+001, 1.7289999999999999E+001, 1.2141304046611840E-003
 1.8289999999999999E+001, 1.8289999999999999E+001, 1.2155904842976585E-003
 1.9289999999999999E+001, 1.9289999999999999E+001, 1.2170428913414377E-003
 2.0289999999999999E+001, 2.0289999999999999E+001, 1.2184877118734333E-003
 2.1289999999999999E+001, 2.1289999999999999E+001, 1.2199250311449822E-003
 2.2289999999999999E+001, 2.2289999999999999E+001, 1.2213549336011649E-003
 2.3289999999999999E+001, 2.3289999999999999E+001, 1.2227775029164376E-003
 2.4289999999999999E+001, 2.4289999999999999E+001, 1.2241928220350631E-003
 2.5289999999999999E+001, 2.5289999999999999E+001, 1.2256009731955956E-003
 2.6289999999999999E+001, 2.6289999999999999E+001, 1.2270020379709847E-003
 2.7289999999999999E+001, 2.7289999999999999E+001, 1.2283960973001769E-003
 2.8289999999999999E+001, 2.8289999999999999E+001, 1.2297832315278847E-003
 2.9289999999999999E+001, 2.9289999999999999E+001, 1.2311635204355486E-003
 3.0289999999999999E+001, 3.0289999999999999E+001, 1.2325370432801604E-003
 3.1289999999999999E+001, 3.1289999999999999E+001, 1.2339038788314644E-003
 3.2289999999999999E+001, 3.2289999999999999E+001, 1.2352641054081748E-003
 3.3289999999999999E+001, 3.3289999999999999E+001, 1.2366178009179194E-003
 3.4289999999999999E+001, 3.4289999999999999E+001, 1.2379650428947764E-003
 3.5289999999999999E+001, 3.5289999999999999E+001, 1.2393059085400427E-003
 3.6289999999999999E+001, 3.6289999999999999E+001, 1.2406404747623853E-003
 3.7289999999999999E+001, 3.7289999999999999E+001, 1.2419688182191092E-003
 3.8289999999999999E+001, 3.8289999999999999E+001, 1.2432910153583085E-003
 3.9289999999999999E+001, 3.9289999999999999E+001, 1.2446071424623041E-003
 4.0289999999999999E+001, 4.0289999999999999E+001, 1.2459172756931580E-003
 4.1289999999999999E+001, 4.1289999999999999E+001, 1.2472214911306248E-003
 4.2289999999999999E+001, 4.2289999999999999E+001, 1.2485198648297694E-003
 4.3289999999999999E+001, 4.3289999999999999E+001, 1.2498124728601487E-003
 4.4289999999999999E+001, 4.4289999999999999E+001, 1.2510993913542267E-003
 4.5289999999999999E+001, 4.5289999999999999E+001, 1.2523806965609688E-003
 4.6289999999999999E+001, 4.6289999999999999E+001, 1.2536564648944416E-003
 4.7289999999999999E+001, 4.7289999999999999E+001, 1.2549267729829838E-003
 4.8289999999999999E+001, 4.8289999999999999E+001, 1.2561916977306699E-003
 4.9289999999999999E+001, 4.9289999999999999E+001, 1.2574513163621348E-003
 5.0000000000000000E+001, 5.0000000000000000E+001, 1.2583414231389747E-003
