 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0185553338760876E-003
 1.0000000000000000E-002, 1.0000000000000000E-002, 1.0185763361666472E-003
 2.0000000000000000E-002, 2.0000000000000000E-002, 1.0185974541340995E-003
 2.9999999999999999E-002, 2.9999999999999999E-002, 1.0186185712076578E-003
 5.0000000000000003E-002, 5.0000000000000003E-002, 1.0186608026865058E-003
 8.9999999999999997E-002, 8.9999999999999997E-002, 1.0187452550050793E-003
 1.6999999999999998E-001, 1.6999999999999998E-001, 1.0189141171245922E-003
 3.2999999999999996E-001, 3.2999999999999996E-001, 1.0192516723345889E-003
 6.4999999999999991E-001, 6.4999999999999991E-001, 1.0199261213157678E-003
 1.2900000000000000E+000, 1.2900000000000000E+000, 1.0212725974066553E-003
 2.2900000000000000E+000, 2.2900000000000000E+000, 1.0233704477066571E-003
 3.2900000000000000E+000, 3.2900000000000000E+000, 1.0254578087705913E-003
 4.2900000000000000E+000, 4.2900000000000000E+000, 1.0275364772018543E-003
 5.2900000000000000E+000, 5.2900000000000000E+000, 1.0296065085063949E-003
 6.2900000000000000E+000, 6.2900000000000000E+000, 1.0316679575432374E-003
 7.2900000000000000E+000, 7.2900000000000000E+000, 1.0337208788525059E-003
 8.2899999999999991E+000, 8.2899999999999991E+000, 1.0357653266505097E-003
 9.2899999999999991E+000, 9.2899999999999991E+000, 1.0378013547591514E-003
 1.0289999999999999E+001, 1.0289999999999999E+001, 1.0398290166268704E-003
 1.1289999999999999E+001, 1.1289999999999999E+001, 1.0418483654139803E-003
 1.2289999999999999E+001, 1.2289999999999999E+001, 1.0438594538685951E-003
 1.3289999999999999E+001, 1.3289999999999999E+001, 1.0458623344058566E-003
 1.4289999999999999E+001, 1.4289999999999999E+001, 1.0478570591060767E-003
 1.5289999999999999E+001, 1.5289999999999999E+001, 1.0498436797023382E-003
 1.6289999999999999E+001, 1.6289999999999999E+001, 1.0518222475766755E-003
 1.7289999999999999E+001, 1.7289999999999999E+001, 1.0537928137673953E-003
 1.8289999999999999E+001, 1.8289999999999999E+001, 1.0557554289626157E-003
 1.9289999999999999E+001, 1.9289999999999999E+001, 1.0577101435396618E-003
 2.0289999999999999E+001, 2.0289999999999999E+001, 1.0596570075025295E-003
 2.1289999999999999E+001, 2.1289999999999999E+001, 1.0615960705501939E-003
 2.2289999999999999E+001, 2.2289999999999999E+001, 1.0635273820209044E-003
 2.3289999999999999E+001, 2.3289999999999999E+001, 1.0654509909326930E-003
 2.4289999999999999E+001, 2.4289999999999999E+001, 1.0673669460035866E-003
 2.5289999999999999E+001, 2.5289999999999999E+001, 1.0692752955588360E-003
 2.6289999999999999E+001, 2.6289999999999999E+001, 1.0711760876465878E-003
 2.7289999999999999E+001, 2.7289999999999999E+001, 1.0730693699884657E-003
 2.8289999999999999E+001, 2.8289999999999999E+001, 1.0749551899431405E-003
 2.9289999999999999E+001, 2.9289999999999999E+001, 1.0768335945926786E-003
 3.0289999999999999E+001, 3.0289999999999999E+001, 1.0787046306804918E-003
 3.1289999999999999E+001, 3.1289999999999999E+001, 1.0805683446414316E-003
 3.2289999999999999E+001, 3.2289999999999999E+001, 1.0824247825723271E-003
 3.3289999999999999E+001, 3.3289999999999999E+001, 1.0842739902703934E-003
 3.4289999999999999E+001, 3.4289999999999999E+001, 1.0861160132345363E-003
 3.5289999999999999E+001, 3.5289999999999999E+001, 1.0879508966446499E-003
 3.6289999999999999E+001, 3.6289999999999999E+001, 1.0897786853633093E-003
 3.7289999999999999E+001, 3.7289999999999999E+001, 1.0915994239459811E-003
 3.8289999999999999E+001, 3.8289999999999999E+001, 1.0934131566866002E-003
 3.9289999999999999E+001, 3.9289999999999999E+001, 1.0952199275082997E-003
 4.0289999999999999E+001, 4.0289999999999999E+001, 1.0970197800871508E-003
 4.1289999999999999E+001, 4.1289999999999999E+001, 1.0988127577872373E-003
 4.2289999999999999E+001, 4.2289999999999999E+001, 1.1005989036814139E-003
 4.3289999999999999E+001, 4.3289999999999999E+001, 1.1023782605287242E-003
 4.4289999999999999E+001, 4.4289999999999999E+001, 1.1041508708268075E-003
 4.5289999999999999E+001, 4.5289999999999999E+001, 1.1059167767731434E-003
 4.6289999999999999E+001, 4.6289999999999999E+001, 1.1076760202520393E-003
 4.7289999999999999E+001, 4.7289999999999999E+001, 1.1094286429176039E-003
 4.8289999999999999E+001, 4.8289999999999999E+001, 1.1111746861064398E-003
 4.9289999999999999E+001, 4.9289999999999999E+001, 1.1129141908717839E-003
 5.0000000000000000E+001, 5.0000000000000000E+001, 1.1141443442634631E-003
